Date,Open,High,Low,Close,Adj Close,Volume,,
7/10/17,740.53,743.40,737.56,739.42,718.32,1617344,,
7/11/17,743.45,745.14,736.52,740.16,719.04,9689441,,
7/12/17,742.66,755.34,741.72,748.46,727.10,7893715,,
7/13/17,747.29,755.34,746.00,753.90,737.77,10619232,,
7/14/17,752.86,760.79,750.66,759.67,743.41,9474992,,
7/17/17,761.28,772.48,761.28,768.59,752.14,8652868,,
7/18/17,766.14,768.61,748.41,752.81,736.70,9063934,,
7/19/17,749.20,761.78,749.20,759.28,743.03,5441174,,
7/20/17,762.65,767.72,754.70,757.27,741.06,6288420,,
7/21/17,767.72,788.38,765.22,785.06,768.26,44831188,,
7/24/17,792.49,804.82,785.06,800.04,782.92,20042658,,
7/25/17,804.72,804.85,791.30,793.55,776.57,9259100,,
7/26/17,794.57,807.30,793.03,803.76,786.55,10131916,,
7/27/17,806.36,808.09,786.72,789.91,773.01,8495918,,
7/28/17,788.15,795.44,781.59,789.74,772.84,6614152,,
7/31/17,793.45,801.80,790.51,800.02,782.89,7645862,,
8/1/17,803.76,803.76,788.28,794.27,777.27,5681949,,
8/2/17,797.44,810.17,796.50,806.95,789.68,9592846,,
8/3/17,805.79,824.63,800.93,817.30,799.81,9094953,,
8/4/17,823.69,823.69,799.97,803.46,786.26,8574605,,
8/7/17,808.14,808.14,798.70,800.59,783.45,4401364,,
8/8/17,801.40,802.91,785.95,793.75,776.76,5058636,,
8/9/17,793.23,802.39,785.06,791.89,774.94,4816513,,
8/10/17,789.05,795.78,781.57,784.74,767.94,4701836,,
8/11/17,768.19,782.58,759.30,765.87,749.47,7843781,,
8/14/17,773.17,784.81,773.17,779.14,762.46,6202842,,
8/16/17,778.62,780.60,767.82,775.70,759.09,6265622,,
8/17/17,777.13,791.32,773.25,776.19,759.58,7304951,,
8/18/17,774.66,781.49,769.28,780.30,763.60,3662412,,
8/21/17,781.10,784.64,772.80,774.86,758.27,3495195,,
8/22/17,778.62,782.53,770.72,772.70,756.16,4399773,,
8/23/17,775.08,785.83,769.28,783.60,766.83,3839702,,
8/24/17,787.53,789.07,774.90,776.66,760.04,5839979,,
8/28/17,782.11,783.55,773.27,775.92,759.31,5684028,,
8/29/17,773.59,776.39,757.82,758.88,742.64,6998558,,
8/30/17,766.51,777.03,763.39,774.71,758.12,4769560,,
8/31/17,780.11,791.22,779.61,789.76,772.86,11585780,,
9/1/17,792.41,800.71,791.99,797.49,780.42,7121827,,
9/4/17,800.17,810.39,790.43,799.10,782.00,9950182,,
9/5/17,807.35,809.75,802.91,808.63,791.33,11637538,,
9/6/17,805.56,818.49,803.78,814.97,797.53,22496263,,
9/7/17,815.27,824.68,807.35,810.42,793.07,7478761,,
9/8/17,812.30,815.52,804.47,809.23,791.91,6114140,,
9/11/17,813.59,819.09,808.88,810.22,792.88,5856706,,
9/12/17,815.02,817.25,809.33,816.02,798.55,2999837,,
9/13/17,816.26,851.83,814.28,841.03,823.03,13557530,,
9/14/17,847.76,853.41,834.09,835.93,818.03,5476914,,
9/15/17,834.09,844.84,826.91,833.90,816.05,13196770,,
9/18/17,842.02,843.06,835.18,837.61,819.68,2336110,,
9/19/17,840.73,840.78,829.14,830.73,812.94,3562177,,
9/20/17,848.06,864.31,837.16,839.20,821.23,11511053,,
9/21/17,839.05,843.70,828.40,833.45,815.61,5976672,,
9/22/17,832.01,832.01,805.56,809.72,792.39,5673719,,
9/25/17,807.35,820.18,797.64,813.84,796.42,6566972,,
9/26/17,813.98,819.28,804.57,812.40,795.01,4875350,,
9/27/17,817.85,817.95,788.03,791.65,774.70,8514143,,
9/28/17,792.14,795.36,772.87,779.07,762.39,13636223,,
9/29/17,784.32,785.95,771.78,773.57,757.01,7691452,,
10/3/17,787.53,796.30,777.98,790.85,773.93,8466559,,
10/4/17,791.70,817.20,788.13,811.16,793.80,8725859,,
10/5/17,817.25,820.67,810.96,816.41,798.94,4906551,,
10/6/17,816.26,831.47,814.88,829.19,811.44,5998431,,
10/9/17,831.12,831.91,820.23,822.85,805.24,4084462,,
10/10/17,823.20,839.34,823.20,835.28,817.40,6798826,,
10/11/17,837.36,850.34,828.15,832.26,814.45,7116625,,
10/12/17,834.19,868.57,834.19,864.55,846.05,8603714,,
10/13/17,871.04,882.34,865.15,868.22,849.64,9926723,,
10/16/17,870.75,883.62,853.21,868.57,849.98,14772250,,
10/17/17,869.76,875.70,859.06,866.14,847.60,6414314,,
10/18/17,869.16,909.28,866.78,905.91,886.52,16924095,,
10/19/17,907.20,913.24,894.52,901.36,882.06,3698813,,
10/23/17,904.33,935.83,900.56,930.93,911.00,12670626,,
10/24/17,938.80,938.80,919.48,925.48,905.67,6395360,,
10/25/17,931.27,937.02,920.77,931.07,911.15,4620435,,
10/26/17,931.17,948.81,922.26,938.50,918.42,7771680,,
10/27/17,941.08,947.72,917.01,921.12,901.40,5306577,,
10/30/17,925.23,936.67,921.86,933.65,913.67,3610434,,
10/31/17,936.08,936.87,923.45,932.02,912.07,4386549,,
11/1/17,938.85,948.81,936.87,943.61,923.41,8109185,,
11/2/17,943.85,947.52,935.38,937.71,917.64,4743147,,
11/3/17,946.97,946.97,931.32,936.42,916.38,2214524,,
11/6/17,933.65,933.65,920.28,923.74,903.97,4503082,,
11/7/17,924.59,926.22,894.57,898.19,878.96,9436552,,
11/8/17,894.03,897.49,875.80,879.46,860.64,8192911,,
11/9/17,886.35,901.36,883.67,892.04,872.95,6925831,,
11/10/17,892.49,892.49,870.94,875.55,856.81,6425509,,
11/13/17,876.69,883.53,865.30,867.03,848.47,4194396,,
11/14/17,866.78,886.60,864.80,878.37,859.57,5760193,,
11/15/17,876.19,882.24,869.71,875.40,856.67,7048053,,
11/16/17,877.19,897.49,877.19,895.36,876.20,6996737,,
11/17/17,910.32,916.22,899.97,903.34,884.00,5639193,,
11/20/17,897.69,915.67,896.50,912.20,892.68,4260195,,
11/21/17,918.10,930.83,916.81,923.79,904.02,6037454,,
11/22/17,928.65,929.84,914.78,922.01,902.28,5103410,,
11/23/17,922.26,940.98,917.95,938.11,918.03,7398598,,
11/24/17,941.08,950.49,938.50,942.17,922.00,6455055,,
11/27/17,938.36,948.51,935.14,942.42,922.25,4724436,,
11/28/17,940.93,942.42,929.29,934.49,914.49,4685893,,
11/29/17,933.01,941.08,932.16,937.12,917.06,3709698,,
11/30/17,932.61,932.61,910.87,912.90,893.36,9524326,,
12/1/17,915.77,922.51,899.18,901.55,882.26,5129555,,
12/4/17,904.92,905.22,888.92,893.13,874.02,4662629,,
12/5/17,892.59,912.10,887.04,905.12,885.75,8448505,,
12/6/17,901.46,921.56,900.27,917.95,898.30,11112030,,
12/7/17,921.32,927.21,914.33,922.80,903.05,5581979,,
12/8/17,925.08,928.15,910.42,912.35,892.82,5641459,,
12/11/17,913.79,917.30,904.97,907.55,888.12,4980620,,
12/12/17,907.35,920.28,899.47,907.00,887.59,7283405,,
12/13/17,908.29,916.26,902.15,906.06,886.67,4221739,,
12/14/17,910.37,916.22,900.22,912.85,893.31,5068725,,
12/15/17,922.26,924.19,909.08,911.11,891.61,11264479,,
12/18/17,903.39,923.89,854.55,912.35,892.82,8575323,,
12/19/17,914.93,918.30,911.36,917.26,897.62,4103513,,
12/20/17,917.21,918.69,908.39,909.53,890.06,4819670,,
12/21/17,909.83,915.27,901.46,904.38,885.02,4186472,,
12/22/17,906.06,913.74,900.76,911.76,892.24,4918863,,
12/26/17,916.17,930.08,909.53,921.07,901.35,5351708,,
12/27/17,924.24,928.70,910.37,915.08,895.49,4393640,,
12/28/17,916.56,925.63,910.47,915.52,895.93,7158735,,
12/29/17,917.80,923.55,909.88,912.40,892.87,5117894,,
1/1/18,914.04,914.04,898.98,901.21,881.92,4362651,,
1/2/18,904.43,910.92,897.89,902.59,883.28,4383980,,
1/3/18,916.31,917.30,904.48,906.21,886.81,6233847,,
1/4/18,909.53,913.14,907.10,911.66,892.15,4157621,,
1/5/18,913.14,918.20,911.61,914.58,895.01,3434151,,
1/8/18,917.40,922.26,914.83,919.83,900.14,4073668,,
1/9/18,919.43,935.04,915.32,932.11,912.16,6596942,,
1/10/18,934.15,938.50,926.72,933.50,913.52,5412323,,
1/11/18,932.96,933.80,926.22,928.94,909.06,3622391,,
1/12/18,934.15,943.85,929.44,940.09,919.97,6955338,,
1/15/18,941.08,949.50,936.32,940.24,920.11,5132305,,
1/16/18,938.80,938.80,911.36,914.28,894.71,4995805,,
1/17/18,917.30,920.28,898.48,915.82,896.22,6093651,,
1/18/18,920.28,920.87,906.51,911.06,891.56,4329708,,
1/19/18,914.33,925.63,913.44,922.56,902.81,4602784,,
1/22/18,939.10,965.15,931.17,962.38,941.78,21090881,,
1/23/18,965.84,981.64,965.84,974.02,953.17,10396119,,
1/24/18,972.53,972.53,953.61,957.28,936.79,6594595,,
1/25/18,958.81,962.87,947.17,956.83,936.35,6308657,,
1/29/18,957.13,968.12,950.29,955.44,934.99,4567493,,
1/30/18,956.73,956.73,940.09,941.48,921.32,4237933,,
1/31/18,941.08,955.44,932.71,952.27,931.89,5792601,,
2/1/18,954.21,963.47,927.81,934.99,914.97,7626196,,
2/2/18,926.22,935.09,892.54,895.86,876.68,13367616,,
2/5/18,885.61,903.93,873.52,893.68,874.55,8856689,,
2/6/18,868.76,889.57,862.82,883.72,864.81,11104841,,
2/7/18,894.08,896.90,881.64,886.00,867.04,7168146,,
2/8/18,889.47,902.10,883.97,896.06,876.88,6380648,,
2/9/18,880.65,893.53,877.68,889.42,870.38,5344463,,
2/12/18,894.52,909.58,893.58,906.90,887.49,5481260,,
2/14/18,914.33,933.65,912.35,924.88,905.09,10267369,,
2/15/18,928.85,936.87,919.43,926.86,907.03,6167365,,
2/16/18,930.78,933.75,909.48,912.65,893.11,4443395,,
2/19/18,912.35,923.25,904.97,918.30,898.64,4126685,,
2/20/18,920.28,920.82,910.17,912.45,892.92,3903573,,
2/21/18,921.27,923.74,913.49,920.62,900.92,5499873,,
2/22/18,913.34,922.26,911.36,915.67,896.07,5167371,,
2/23/18,916.71,929.19,914.09,925.48,905.67,4896820,,
2/26/18,930.18,936.03,927.81,929.89,909.98,3893033,,
2/27/18,930.18,946.83,929.54,941.57,921.42,6470858,,
2/28/18,937.07,948.11,934.34,945.59,925.35,26144187,,
3/1/18,940.83,950.89,937.07,939.49,919.39,4133465,,
3/5/18,934.15,941.23,912.95,915.42,895.83,5688306,,
3/6/18,920.28,927.41,896.60,902.30,882.98,7393101,,
3/7/18,900.71,900.71,879.71,881.40,862.53,7316409,,
3/8/18,889.22,905.91,884.91,902.89,883.57,6130548,,
3/9/18,906.31,910.72,902.50,904.53,885.17,4909678,,
3/12/18,911.36,924.34,908.93,921.56,901.84,3837440,,
3/13/18,923.15,927.21,912.70,923.10,903.34,5145137,,
3/14/18,920.08,923.30,910.57,920.33,900.63,6795338,,
3/15/18,916.31,920.72,901.46,903.24,883.91,5866510,,
3/16/18,900.46,901.16,877.73,891.60,872.51,14221100,,
3/19/18,892.54,898.38,883.62,887.09,868.10,5829127,,
3/20/18,884.91,895.51,878.72,881.44,862.58,7011559,,
3/21/18,886.45,893.88,884.91,888.48,869.46,6791028,,
3/22/18,887.59,903.39,887.34,899.62,880.37,10212863,,
3/23/18,882.24,891.55,880.75,885.51,866.55,10831400,,
3/26/18,885.56,895.81,884.12,892.64,873.53,6104583,,
3/27/18,898.68,902.20,888.58,891.35,872.27,7005357,,
3/28/18,887.39,887.44,871.74,874.41,855.70,8842618,,
4/2/18,884.61,892.49,878.18,884.57,865.63,5766209,,
4/3/18,882.63,893.23,876.94,891.10,872.03,6425059,,
4/4/18,896.20,903.24,883.67,886.50,867.52,6560005,,
4/5/18,896.60,901.46,895.02,899.67,880.42,3935631,,
4/6/18,899.47,909.88,896.50,902.45,883.13,4460344,,
4/9/18,903.98,910.37,903.98,907.40,887.98,3606112,,
4/10/18,909.78,915.22,905.57,908.44,888.99,3902042,,
4/11/18,913.14,923.99,907.45,922.11,902.37,6064484,,
4/12/18,921.12,927.85,915.52,919.98,900.29,4994624,,
4/13/18,923.94,932.86,919.98,930.03,910.13,5822658,,
4/16/18,925.68,931.17,919.78,928.25,908.38,4123166,,
4/17/18,931.17,938.31,927.21,935.38,915.36,4430313,,
4/18/18,936.37,939.30,926.27,929.19,909.30,3397094,,
4/19/18,930.28,936.13,926.22,933.45,913.47,4523892,,
4/20/18,929.19,933.01,912.55,919.19,899.51,3381269,,
4/23/18,921.27,935.48,919.78,927.21,907.37,3541772,,
4/24/18,927.01,966.54,926.22,960.94,940.37,9193591,,
4/25/18,964.51,972.58,954.50,961.39,940.81,6497632,,
4/26/18,963.86,978.72,953.21,966.19,945.51,15735759,,
4/27/18,980.51,1001.51,976.25,986.94,965.82,11776851,,
4/30/18,972.78,983.28,950.99,954.25,933.83,8955897,,
5/2/18,957.92,970.01,955.99,963.57,942.94,6175751,,
5/3/18,968.72,968.72,950.24,952.57,932.18,3984964,,
5/4/18,953.81,955.64,941.08,944.99,924.77,3831671,,
5/7/18,949.85,964.11,947.37,961.88,941.29,3545827,,
5/8/18,968.32,972.78,956.14,958.02,937.51,4980805,,
5/9/18,956.83,975.06,953.21,967.53,946.82,4537025,,
5/10/18,970.80,975.35,965.10,971.94,951.13,4052699,,
5/11/18,972.04,981.99,968.57,979.96,958.99,4049541,,
5/14/18,982.64,982.64,967.53,977.34,956.42,2604012,,
5/15/18,973.82,990.61,967.48,969.76,949.00,4846430,,
5/16/18,964.85,964.85,943.51,947.17,926.90,8695009,,
5/17/18,950.34,950.99,932.66,936.47,916.43,4778345,,
5/18/18,936.72,944.55,923.25,925.08,905.28,5279612,,
5/21/18,922.01,926.91,913.44,922.60,902.86,6687690,,
5/22/18,924.39,925.23,916.31,918.05,898.40,5219596,,
5/23/18,917.30,917.30,900.61,903.68,884.34,4610857,,
5/24/18,905.42,912.35,901.60,907.25,887.83,5368392,,
5/25/18,907.40,914.73,905.86,912.15,892.63,8206579,,
5/28/18,916.22,918.30,909.48,911.76,892.24,5247105,,
5/29/18,912.85,919.29,905.81,908.84,889.38,8250871,,
5/30/18,906.26,914.53,898.09,907.50,888.07,6048012,,
5/31/18,912.35,913.64,905.96,912.70,893.16,17112487,,
6/1/18,911.36,926.96,909.83,921.81,902.08,8848926,,
6/4/18,924.64,935.14,921.81,932.02,912.07,5653442,,
6/5/18,933.95,946.03,932.16,938.75,918.66,8047086,,
6/6/18,938.11,947.02,933.80,945.44,925.20,4229195,,
6/7/18,945.93,966.84,945.49,962.23,941.63,6922300,,
6/8/18,957.28,977.29,951.58,975.11,954.24,6594521,,
6/11/18,977.83,990.56,969.86,973.42,952.59,6931136,,
6/12/18,974.17,990.61,971.09,987.79,966.64,7515794,,
6/13/18,990.61,996.45,980.21,993.09,971.83,5982192,,
6/14/18,988.08,1002.30,978.13,998.49,977.11,5536858,,
6/15/18,996.55,1013.89,989.87,1004.68,983.17,11401764,,
6/18/18,999.33,1010.87,997.54,1006.01,984.48,5705952,,
6/19/18,1004.38,1005.27,984.32,986.70,965.58,6406255,,
6/20/18,986.65,1013.29,985.51,1009.68,988.07,7262014,,
6/21/18,1013.84,1026.27,1011.71,1022.26,1000.38,10609377,,
6/22/18,1018.74,1019.54,998.98,1002.99,981.52,16323253,,
6/25/18,1001.90,1006.96,992.89,995.02,973.72,5246962,,
6/26/18,996.55,996.55,966.09,969.76,949.00,8145067,,
6/27/18,969.31,976.15,953.66,956.78,942.08,9043473,,
6/28/18,952.97,959.41,931.47,936.08,921.69,8662575,,
6/29/18,940.19,966.34,940.09,963.32,948.51,8041914,,
7/2/18,963.22,963.22,948.01,951.58,936.96,6724054,,
7/3/18,955.94,969.26,951.33,962.18,947.39,5115293,,
7/4/18,962.67,982.69,961.88,980.80,965.73,5048125,,
7/5/18,987.64,998.93,949.60,955.44,940.76,18896793,,
7/6/18,955.69,973.77,955.44,968.37,953.49,9248105,,
7/9/18,977.83,990.61,974.26,987.74,972.56,5219197,,
7/10/18,993.33,1018.84,990.61,1016.07,1000.45,10543516,,
7/11/18,1015.38,1031.13,1008.29,1029.05,1013.23,8747208,,
7/12/18,1034.54,1088.68,1032.81,1072.19,1055.71,24337829,,
7/13/18,1070.35,1098.59,1069.86,1089.47,1072.73,18137593,,
7/16/18,1089.47,1098.49,1062.97,1066.09,1049.71,6658302,,
7/17/18,1068.17,1085.66,1059.56,1082.09,1065.46,6530578,,
7/18/18,1088.09,1094.23,1067.18,1082.29,1065.66,4726480,,
7/19/18,1083.03,1104.53,1076.15,1094.48,1077.65,5485122,,
7/20/18,1102.95,1127.81,1101.46,1118.05,1100.87,8094154,,
7/23/18,1119.19,1119.19,1102.65,1109.78,1092.72,5897877,,
7/24/18,1111.46,1116.17,1097.00,1100.52,1083.60,4511507,,
7/25/18,1099.58,1112.46,1093.83,1104.68,1087.70,6006077,,
7/26/18,1099.68,1110.97,1097.40,1100.22,1083.31,6485768,,
7/27/18,1108.99,1126.72,1101.71,1119.24,1102.04,6742782,,
7/30/18,1119.39,1146.43,1117.41,1140.59,1123.06,14003964,,
7/31/18,1140.19,1179.22,1136.38,1174.86,1156.81,14006901,,
8/1/18,1179.22,1191.60,1174.27,1181.15,1163.00,9796282,,
8/2/18,1180.31,1180.31,1155.00,1157.38,1139.59,6308209,,
8/3/18,1163.97,1172.39,1158.57,1165.90,1147.98,6708388,,
8/6/18,1165.65,1184.77,1164.31,1181.40,1163.24,4054489,,
8/7/18,1183.68,1190.12,1165.95,1173.08,1155.05,4097939,,
8/8/18,1173.87,1211.02,1173.87,1206.27,1187.73,7987438,,
8/9/18,1210.03,1220.13,1200.62,1206.51,1187.97,6911830,,
8/10/18,1199.63,1203.59,1191.01,1192.89,1174.56,3615156,,
8/13/18,1186.31,1188.68,1171.59,1176.55,1158.47,4712408,,
8/14/18,1178.83,1205.77,1173.18,1199.23,1180.80,5349770,,
8/16/18,1191.95,1204.58,1184.27,1189.52,1171.24,6039198,,
8/17/18,1197.65,1203.99,1188.78,1192.45,1174.12,3867305,,
8/20/18,1196.56,1225.19,1196.31,1223.30,1204.50,7679143,,
8/21/18,1225.63,1239.75,1215.48,1235.49,1216.50,7348644,,
8/23/18,1234.60,1262.04,1226.77,1257.53,1238.20,8043652,,
8/24/18,1253.37,1267.93,1248.22,1265.50,1246.05,6715059,,
8/27/18,1267.39,1283.68,1266.74,1279.37,1259.71,5624995,,
8/28/18,1283.83,1310.58,1282.84,1306.61,1286.53,8777168,,
8/29/18,1303.94,1316.52,1278.09,1282.05,1262.34,11182203,,
8/30/18,1281.45,1284.97,1258.52,1262.48,1243.08,9943410,,
8/31/18,1258.07,1258.07,1224.99,1229.99,1211.09,15450941,,
9/3/18,1233.31,1246.09,1214.54,1217.61,1198.89,12315666,,
9/4/18,1223.55,1243.02,1217.46,1230.29,1211.38,8922552,,
9/5/18,1230.83,1240.89,1197.15,1215.48,1196.80,10422792,,
9/6/18,1218.60,1253.82,1213.84,1249.56,1230.35,11301160,,
9/7/18,1253.02,1269.32,1242.72,1266.59,1247.13,10794143,,
9/10/18,1263.03,1265.01,1238.36,1244.06,1224.94,7125920,,
9/11/18,1247.18,1256.49,1222.66,1226.08,1207.23,10977849,,
9/12/18,1240.05,1246.88,1217.31,1240.74,1221.67,8142006,,
9/14/18,1247.57,1263.62,1235.93,1241.38,1222.30,7953264,,
9/17/18,1239.01,1239.01,1210.13,1214.39,1195.72,6818107,,
9/18/18,1214.49,1227.76,1202.95,1205.72,1187.19,7688607,,
9/19/18,1212.51,1212.51,1189.72,1199.38,1180.95,11372574,,
9/21/18,1207.55,1225.78,1172.39,1206.07,1187.53,19250938,,
9/24/18,1203.05,1228.26,1193.19,1220.48,1201.72,10198351,,
9/25/18,1223.90,1233.31,1183.78,1219.04,1200.31,9807108,,
9/26/18,1227.37,1242.18,1215.63,1239.65,1220.60,6457463,,
9/27/18,1243.22,1251.14,1225.88,1241.98,1222.89,10911205,,
9/28/18,1248.07,1259.76,1235.59,1246.14,1226.99,11177984,,
10/1/18,1245.89,1245.89,1192.69,1220.13,1201.38,7402199,,
10/3/18,1217.95,1227.96,1188.78,1193.78,1175.44,7446497,,
10/4/18,1178.33,1179.22,1095.61,1111.71,1094.63,23432473,,
10/5/18,1089.18,1104.83,1028.40,1039.00,1023.03,22151189,,
10/8/18,1040.14,1106.51,1015.92,1098.98,1082.09,24913364,,
10/9/18,1111.12,1112.75,1071.05,1079.81,1063.22,11095381,,
10/10/18,1083.63,1105.37,1074.12,1091.75,1074.97,9592247,,
10/11/18,1054.01,1104.28,1033.21,1077.59,1061.02,13349523,,
10/12/18,1094.57,1118.40,1091.55,1115.97,1098.82,9144401,,
10/15/18,1119.29,1136.13,1107.65,1129.05,1111.70,8955871,,
10/16/18,1135.24,1156.44,1129.30,1152.87,1135.15,7549490,,
10/17/18,1167.93,1168.28,1129.30,1140.49,1122.96,12906841,,
10/19/18,1089.67,1100.57,1060.20,1090.96,1074.19,25662196,,
10/22/18,1099.58,1104.33,1047.42,1052.67,1036.49,13290338,,
10/23/18,1042.86,1054.70,1033.85,1044.80,1028.74,10673958,,
10/24/18,1064.81,1065.85,1021.72,1035.93,1020.01,13784775,,
10/25/18,1026.27,1030.88,1006.86,1021.12,1005.43,14229855,,
10/26/18,1023.20,1047.07,1012.40,1035.09,1019.18,9269654,,
10/29/18,1036.18,1083.58,1036.18,1077.59,1061.02,7744528,,
10/30/18,1075.31,1075.31,1042.22,1047.07,1030.98,8890179,,
10/31/18,1049.06,1055.84,1037.17,1051.28,1035.13,16613693,,
11/1/18,1057.87,1057.87,1040.14,1046.33,1030.25,9485091,,
11/2/18,1056.98,1070.85,1053.17,1064.81,1048.44,16955411,,
11/5/18,1063.37,1082.44,1055.00,1080.06,1063.46,7654392,,
11/6/18,1083.73,1101.56,1081.35,1093.73,1076.92,8716110,,
11/7/18,1104.53,1104.53,1096.31,1100.27,1083.36,1296168,,
11/9/18,1095.86,1103.34,1074.81,1083.18,1066.54,10943218,,
11/12/18,1087.39,1088.48,1064.46,1069.86,1053.42,5856714,,
11/13/18,1063.92,1092.64,1060.00,1089.13,1072.39,6876165,,
11/14/18,1094.67,1102.20,1075.31,1087.64,1070.92,7861347,,
11/15/18,1086.65,1092.64,1076.30,1086.55,1069.85,6896498,,
11/16/18,1087.64,1119.34,1086.80,1116.81,1099.65,11136460,,
11/19/18,1122.26,1140.89,1120.38,1139.20,1121.69,7378262,,
11/20/18,1134.25,1145.05,1119.39,1126.72,1109.40,5774119,,
11/21/18,1126.82,1134.74,1096.65,1102.45,1085.51,7578978,,
11/22/18,1104.03,1114.78,1089.77,1092.49,1075.70,5847475,,
11/26/18,1098.59,1107.01,1087.10,1099.33,1082.43,6447094,,
11/27/18,1097.50,1119.39,1095.07,1117.61,1100.43,6874782,,
11/28/18,1121.82,1146.88,1115.72,1141.83,1124.28,8079833,,
11/29/18,1150.10,1168.82,1149.11,1157.53,1139.74,12755947,,
11/30/18,1161.29,1174.86,1151.39,1156.59,1138.81,10819038,,
12/3/18,1163.87,1163.87,1137.72,1145.59,1127.98,5622372,,
12/4/18,1147.13,1147.13,1131.47,1141.48,1123.94,5242047,,
12/5/18,1133.01,1147.92,1128.60,1144.30,1126.72,5874782,,
12/6/18,1138.21,1138.21,1107.75,1113.10,1095.99,5921712,,
12/7/18,1118.84,1126.27,1097.94,1123.15,1105.89,7282460,,
12/10/18,1099.58,1103.84,1072.93,1080.01,1063.41,9470471,,
12/11/18,1055.99,1091.75,1045.09,1087.24,1070.53,13622580,,
12/12/18,1088.68,1103.04,1077.54,1100.07,1083.17,12724917,,
12/13/18,1117.41,1117.41,1084.77,1096.65,1079.80,9385649,,
12/14/18,1092.74,1104.43,1081.55,1101.76,1084.82,7289774,,
12/17/18,1105.47,1122.36,1101.06,1119.29,1102.09,5112362,,
12/18/18,1112.75,1128.30,1109.98,1125.73,1108.43,5926578,,
12/19/18,1130.78,1136.53,1122.56,1126.13,1108.82,7438647,,
12/20/18,1110.47,1121.87,1105.67,1117.85,1100.67,5819374,,
12/21/18,1114.44,1120.63,1085.71,1089.87,1073.12,8360445,,
12/24/18,1090.56,1092.84,1076.35,1078.92,1062.34,4183821,,
12/26/18,1075.60,1089.67,1055.64,1088.04,1071.31,7278403,,
12/27/18,1096.80,1116.42,1093.63,1109.68,1092.63,12596278,,
12/28/18,1114.93,1124.59,1110.67,1114.98,1097.84,7738682,,
12/31/18,1120.33,1123.20,1105.72,1110.72,1093.65,7291282,,
1/1/19,1114.68,1116.71,1099.68,1110.47,1093.41,4498087,,
1/2/19,1104.03,1116.42,1090.66,1096.01,1079.17,7212697,,
1/3/19,1097.10,1104.13,1079.86,1082.49,1065.85,7517041,,
1/4/19,1087.10,1094.08,1070.95,1088.33,1071.61,8545382,,
1/7/19,1096.61,1107.95,1090.66,1094.38,1077.56,5565822,,
1/8/19,1094.72,1099.53,1085.71,1094.28,1077.46,5678473,,
1/9/19,1101.56,1106.51,1088.38,1100.32,1083.41,5821468,,
1/10/19,1097.35,1100.57,1092.64,1097.10,1080.24,4118960,,
1/11/19,1097.20,1103.34,1078.38,1087.74,1071.02,6525174,,
1/14/19,1084.72,1090.17,1076.20,1086.50,1069.80,4150757,,
1/15/19,1094.62,1121.37,1094.62,1119.04,1101.84,10158260,,
1/16/19,1124.34,1134.25,1119.74,1125.23,1107.94,6443279,,
1/17/19,1133.70,1137.12,1119.39,1123.80,1106.53,7558941,,
1/18/19,1138.01,1178.73,1124.59,1173.23,1155.20,25927601,,
1/21/19,1182.79,1228.31,1177.49,1226.08,1207.23,22247437,,
1/22/19,1221.27,1235.24,1208.15,1223.55,1204.75,16709723,,
1/23/19,1221.72,1232.52,1210.53,1214.79,1196.12,8913196,,
1/24/19,1213.50,1241.43,1208.64,1235.74,1216.74,13279882,,
1/25/19,1238.71,1252.82,1223.80,1234.30,1215.33,8631889,,
1/28/19,1238.76,1244.16,1210.92,1218.00,1199.29,8650493,,
1/29/19,1219.44,1220.08,1190.07,1199.28,1180.85,9417294,,
1/30/19,1203.59,1213.50,1179.92,1184.47,1166.27,7921321,,
1/31/19,1190.71,1218.15,1189.72,1215.63,1196.94,10281893,,
2/1/19,1222.41,1243.22,1215.53,1238.21,1219.18,9316446,,
2/4/19,1235.29,1284.77,1230.39,1278.78,1259.12,11781195,,
2/5/19,1279.87,1292.15,1266.59,1279.42,1259.76,9451152,,
2/6/19,1284.08,1305.28,1282.10,1297.95,1278.00,9500797,,
2/7/19,1297.95,1308.79,1274.02,1278.28,1258.64,9299549,,
2/8/19,1272.74,1288.29,1260.30,1265.70,1246.25,6567167,,
2/11/19,1263.92,1264.02,1239.25,1241.48,1222.40,7595318,,
2/12/19,1239.75,1260.40,1239.75,1244.60,1225.47,6460145,,
2/14/19,1229.35,1229.35,1206.56,1212.70,1194.07,6690180,,
2/15/19,1218.20,1238.16,1202.60,1232.76,1213.82,9688940,,
2/18/19,1238.26,1240.74,1203.59,1208.64,1190.07,9740480,,
2/19/19,1206.56,1228.06,1199.83,1204.68,1186.17,6303377,,
2/20/19,1212.36,1228.36,1207.55,1222.76,1203.97,6357879,,
2/21/19,1224.39,1245.99,1217.81,1235.19,1216.21,10680467,,
2/22/19,1232.91,1233.61,1214.49,1220.78,1202.02,8838861,,
2/25/19,1224.39,1231.33,1209.19,1220.73,1201.97,7926962,,
2/26/19,1198.14,1223.21,1194.68,1208.79,1190.21,10227082,,
2/27/19,1216.52,1233.21,1197.65,1212.01,1193.38,11218523,,
2/28/19,1222.17,1228.21,1215.03,1219.49,1200.75,11393904,,
3/1/19,1225.38,1230.68,1210.77,1214.54,1195.87,7997610,,
3/5/19,1211.91,1228.16,1207.16,1226.03,1207.19,7189013,,
